Species	Symbol	Ensembl	Family	Entrez ID
Rattus_norvegicus	Nfkbiz	ENSRNOG00000031163	NFKB associated	304005
Rattus_norvegicus	Snd1	ENSRNOG00000031173	Others	64635
Rattus_norvegicus	Hyal2	ENSRNOG00000031420	Others	64468
Rattus_norvegicus	Ccnh	ENSRNOG00000031656	Cyclin	84389
Rattus_norvegicus	Eloc	ENSRNOG00000031730	Others	64525
Rattus_norvegicus	Hdac10	ENSRNOG00000031915	Histone deacetylase	362981
Rattus_norvegicus	Timeless	ENSRNOG00000031916	Others	83508
Rattus_norvegicus	Supt5h	ENSRNOG00000032034	SUPT	308472
Rattus_norvegicus	Scmh1	ENSRNOG00000032183	Others	362581
Rattus_norvegicus	Cdyl	ENSRNOG00000032215	Chromodomain Y	361237
Rattus_norvegicus	Sin3a	ENSRNOG00000032254	Other_CRF	363067
Rattus_norvegicus	Spag8	ENSRNOG00000032539	Others	362508
Rattus_norvegicus	Dot1l	ENSRNOG00000032546	Others	362831
Rattus_norvegicus	Bex2	ENSRNOG00000032729	Others	363498
Rattus_norvegicus	Dcc	ENSRNOG00000033099	Others	25311
Rattus_norvegicus	Spen	ENSRNOG00000033556	Others	690911
Rattus_norvegicus	Polr3c	ENSRNOG00000033560	POLR	310685
Rattus_norvegicus	Tbpl2	ENSRNOG00000033682	TATA-box	680050
Rattus_norvegicus	Elane	ENSRNOG00000033685	Others	299606
Rattus_norvegicus	Hnrnpu	ENSRNOG00000033790	HNRNP	117280
Rattus_norvegicus	Taf2	ENSRNOG00000034022	TATA-box	170844
Rattus_norvegicus	Bcor	ENSRNOG00000034240	Other_Co-activator/repressors	317346
Rattus_norvegicus	Set	ENSRNOG00000034241	SET	307947
Rattus_norvegicus	Actb	ENSRNOG00000034254	Actin	81822
Rattus_norvegicus	Sirt7	ENSRNOG00000036683	Sirtuin	303745
Rattus_norvegicus	Cbx5	ENSRNOG00000036841	Chromobox	300266
Rattus_norvegicus	Pramef12	ENSRNOG00000037035	Others	691157
Rattus_norvegicus	Ep400	ENSRNOG00000037483	Others	304569
Rattus_norvegicus	Chek2	ENSRNOG00000037509	Others	114212
Rattus_norvegicus	Ascc3	ENSRNOG00000037604	ASCC	309887
Rattus_norvegicus	Kdm6b	ENSRNOG00000037613	Lysine demethylase	363630
Rattus_norvegicus	Sertad3	ENSRNOG00000037690	Others	499108
Rattus_norvegicus	Rita1	ENSRNOG00000037720	Others	288683
Rattus_norvegicus	Snw1	ENSRNOG00000037998	Others	500695
Rattus_norvegicus	Ccdc62	ENSRNOG00000038002	Coiled-coil	689909
Rattus_norvegicus	Sumo3	ENSRNOG00000038489	Others	499417
Rattus_norvegicus	Hcls1	ENSRNOG00000038881	Others	288077
Rattus_norvegicus	Suv39h1l1	ENSRNOG00000039576	Others	302553
Rattus_norvegicus	Mcidas	ENSRNOG00000039588	Others	688802
Rattus_norvegicus	Dnmt1	ENSRNOG00000039859	DNA_methylase	84350
Rattus_norvegicus	Lbh	ENSRNOG00000039902	Others	683626
Rattus_norvegicus	Ecd	ENSRNOG00000042253	Others	688968
Rattus_norvegicus	Hdgf	ENSRNOG00000042261	Others	-
Rattus_norvegicus	Trappc2	ENSRNOG00000042276	Others	501550
Rattus_norvegicus	Bcl10	ENSRNOG00000042389	BCL	83477
Rattus_norvegicus	Cdyl2	ENSRNOG00000042888	Chromodomain Y	292044
Rattus_norvegicus	Nrip2	ENSRNOG00000042939	Nuclear coactivator	689619
Rattus_norvegicus	Rgcc	ENSRNOG00000042960	Others	117183
Rattus_norvegicus	Bahcc1	ENSRNOG00000043102	Others	360674
Rattus_norvegicus	Rnf168	ENSRNOG00000043345	Ring finger protein	690043
Rattus_norvegicus	Bcl3	ENSRNOG00000043416	BCL	680611
Rattus_norvegicus	Rbm14	ENSRNOG00000045568	RNA binding protein	170900
Rattus_norvegicus	Rnf14	ENSRNOG00000045637	Ring finger protein	619577
Rattus_norvegicus	NEWGENE_1559832	ENSRNOG00000045695	Ring finger protein	108348168
Rattus_norvegicus	Hira	ENSRNOG00000045770	Others	363849
Rattus_norvegicus	Cbx4	ENSRNOG00000046207	Chromobox	501403
Rattus_norvegicus	Tceal5	ENSRNOG00000046280	TEF	680282
Rattus_norvegicus	Basp1	ENSRNOG00000046313	Others	-
Rattus_norvegicus	Bend3	ENSRNOG00000046505	Others	683923
Rattus_norvegicus	AABR07051791.1	ENSRNOG00000046568	Others	-
Rattus_norvegicus	Cited4	ENSRNOG00000046607	CITED	114491
Rattus_norvegicus	Mms19	ENSRNOG00000046769	Others	171124
Rattus_norvegicus	LOC100912481	ENSRNOG00000046950	Others	100912481
Rattus_norvegicus	Cbx6	ENSRNOG00000046955	Chromobox	315136
Rattus_norvegicus	LOC100911660	ENSRNOG00000047104	Others	294071
Rattus_norvegicus	Gtf2f1	ENSRNOG00000047134	GTF	316123
Rattus_norvegicus	Erbin	ENSRNOG00000047137	Erbb2	365661
Rattus_norvegicus	Rnf8	ENSRNOG00000047171	Ring finger protein	361815
Rattus_norvegicus	Bptf	ENSRNOG00000047296	Bromodomain	-
Rattus_norvegicus	Med18	ENSRNOG00000047303	Mediator complex	-
Rattus_norvegicus	LOC100909750	ENSRNOG00000047356	Others	311860
Rattus_norvegicus	Rbm15	ENSRNOG00000047499	RNA binding protein	684233
Rattus_norvegicus	LOC108348069	ENSRNOG00000047594	Others	108348069
Rattus_norvegicus	Top1	ENSRNOG00000047611	Other_CRF	64550
Rattus_norvegicus	LOC108348098	ENSRNOG00000047683	Other_CRF	108348098
Rattus_norvegicus	Pcbd2	ENSRNOG00000047796	Others	685729
Rattus_norvegicus	Ss18l2	ENSRNOG00000047853	SS18	687029
Rattus_norvegicus	Nelfcd	ENSRNOG00000047874	GTF	-
Rattus_norvegicus	Cbx8	ENSRNOG00000048113	Chromobox	303731
Rattus_norvegicus	LOC108348276	ENSRNOG00000048118	Ankyrin repeat	100910438
Rattus_norvegicus	Taf12	ENSRNOG00000048288	TATA-box	682902
Rattus_norvegicus	LOC100910207	ENSRNOG00000048308	Others	289881
Rattus_norvegicus	Trip6	ENSRNOG00000048580	Thyroid hormone receptor	686323
Rattus_norvegicus	Nup62	ENSRNOG00000048733	Others	65274
Rattus_norvegicus	Mllt1	ENSRNOG00000048736	GTF	301119
Rattus_norvegicus	Hdac6	ENSRNOG00000048738	Histone deacetylase	84581
Rattus_norvegicus	Cdk5rap3	ENSRNOG00000048747	Cyclin	80278
Rattus_norvegicus	Tceal6	ENSRNOG00000049020	TEF	501628
Rattus_norvegicus	Pidd1	ENSRNOG00000049179	Others	100911519
Rattus_norvegicus	Cbx2	ENSRNOG00000049215	Chromobox	303730
Rattus_norvegicus	Kdm4b	ENSRNOG00000049221	Lysine demethylase	301128
Rattus_norvegicus	Chd9	ENSRNOG00000049302	CHD	307726
Rattus_norvegicus	AABR07066522.1	ENSRNOG00000049511	Others	-
Rattus_norvegicus	Med22	ENSRNOG00000049749	Mediator complex	499762
Rattus_norvegicus	Mbtd1	ENSRNOG00000049988	Others	688133
Rattus_norvegicus	Eng	ENSRNOG00000050190	Others	497010
Rattus_norvegicus	Kdm3b	ENSRNOG00000050200	Lysine demethylase	682469
Rattus_norvegicus	Utf1	ENSRNOG00000050207	Others	681901
Rattus_norvegicus	Srcap	ENSRNOG00000050282	Others	361652
Rattus_norvegicus	Jmy	ENSRNOG00000050343	Others	-
Rattus_norvegicus	Tob2	ENSRNOG00000050500	Others	315159
Rattus_norvegicus	Rhoa	ENSRNOG00000050519	Others	117273
Rattus_norvegicus	Safb	ENSRNOG00000050543	Others	64196
Rattus_norvegicus	LOC108348108	ENSRNOG00000050647	Heat shock protein	24472
Rattus_norvegicus	Birc5	ENSRNOG00000050819	Others	64041
Rattus_norvegicus	Dtx1	ENSRNOG00000050848	Others	687424
Rattus_norvegicus	Ddx17	ENSRNOG00000051170	RNA helicase	-
Rattus_norvegicus	LOC100911516	ENSRNOG00000051180	Coiled-coil	316643
Rattus_norvegicus	Mphosph8	ENSRNOG00000051238	Others	290270
Rattus_norvegicus	Taf9	ENSRNOG00000051258	TATA-box	373541
Rattus_norvegicus	LOC103692167	ENSRNOG00000051433	PCGF	103692167
Rattus_norvegicus	Prpf6	ENSRNOG00000051498	Others	366276
Rattus_norvegicus	AABR07044925.1	ENSRNOG00000051592	Sirtuin	-
Rattus_norvegicus	Hcfc1	ENSRNOG00000051948	Others	363519
Rattus_norvegicus	AABR07004992.1	ENSRNOG00000052236	Others	-
Rattus_norvegicus	Bend6	ENSRNOG00000052376	Others	363212
Rattus_norvegicus	Btk	ENSRNOG00000052407	Others	367901
Rattus_norvegicus	Kdm7a	ENSRNOG00000052445	Lysine demethylase	-
Rattus_norvegicus	Kdm6a	ENSRNOG00000052721	Lysine demethylase	103689969
Rattus_norvegicus	Nol11	ENSRNOG00000052934	Nuclear coactivator	688885
Rattus_norvegicus	Cnot3	ENSRNOG00000053234	CCR4-NOT	308311
Rattus_norvegicus	Mllt6	ENSRNOG00000053285	Others	303504
Rattus_norvegicus	Hcfc2	ENSRNOG00000053510	Others	314704
Rattus_norvegicus	Tarbp1	ENSRNOG00000053574	Others	-
Rattus_norvegicus	Prmt8	ENSRNOG00000053804	Arginine methyltransferase	688502
Rattus_norvegicus	Med9	ENSRNOG00000053961	Mediator complex	497914
Rattus_norvegicus	Ctnnb1	ENSRNOG00000054172	Casein	84353
Rattus_norvegicus	Sltm	ENSRNOG00000054446	Others	315792
Rattus_norvegicus	Magea4	ENSRNOG00000054784	MAGE	689858
Rattus_norvegicus	Mcrs1	ENSRNOG00000054838	Others	300222
Rattus_norvegicus	LOC103694865	ENSRNOG00000054871	TATA-box	103694865
Rattus_norvegicus	Flna	ENSRNOG00000054890	Others	293860
Rattus_norvegicus	Cnot6	ENSRNOG00000054891	CCR4-NOT	287249
Rattus_norvegicus	Sfrp4	ENSRNOG00000054957	Others	89803
Rattus_norvegicus	Axin2	ENSRNOG00000055010	Others	29134
Rattus_norvegicus	Setd1a	ENSRNOG00000055028	SET	309001
Rattus_norvegicus	Ski	ENSRNOG00000055340	SKI	313757
Rattus_norvegicus	Kmt2b	ENSRNOG00000055525	Lysine methyltransferase	102550344
Rattus_norvegicus	Hdac7	ENSRNOG00000055597	Histone deacetylase	84582
Rattus_norvegicus	LOC103692976	ENSRNOG00000055738	Cyclin	103692976
Rattus_norvegicus	Ago1	ENSRNOG00000055915	Others	313594
Rattus_norvegicus	Trim27	ENSRNOG00000055917	Tripartite motif	291171
Rattus_norvegicus	Crtc2	ENSRNOG00000056337	CREB	310615
Rattus_norvegicus	Cep290	ENSRNOG00000056458	Others	314787
Rattus_norvegicus	Rdh12	ENSRNOG00000056553	WW	314264
Rattus_norvegicus	Ascc1	ENSRNOG00000056647	ASCC	294512
Rattus_norvegicus	LOC103695118	ENSRNOG00000056701	GTF	83828
Rattus_norvegicus	Atrx	ENSRNOG00000056703	Others	246284
Rattus_norvegicus	Actn1	ENSRNOG00000056756	Actin	81634
Rattus_norvegicus	Nipbl	ENSRNOG00000056907	Others	294787
Rattus_norvegicus	Cited2	ENSRNOG00000056940	CITED	114490
Rattus_norvegicus	Cenpb	ENSRNOG00000057284	CENP	362217
Rattus_norvegicus	Nfatc2ip	ENSRNOG00000057384	Nuclear coactivator	308983
Rattus_norvegicus	Ttf2	ENSRNOG00000057761	Others	-
Rattus_norvegicus	NEWGENE_1562258	ENSRNOG00000057972	INO80 complex	103692172
Rattus_norvegicus	Morf4l1	ENSRNOG00000058412	Other_CRF	300891
Rattus_norvegicus	Suz12	ENSRNOG00000058663	Others	-
Rattus_norvegicus	Rbx1	ENSRNOG00000058914	Others	300084
Rattus_norvegicus	AABR07042557.1	ENSRNOG00000059006	Vestigial like	-
Rattus_norvegicus	Itch	ENSRNOG00000059043	Others	311567
Rattus_norvegicus	Hsbp1l1	ENSRNOG00000059055	Heat shock protein	100192205
Rattus_norvegicus	Supt20h	ENSRNOG00000059480	SUPT	361946
Rattus_norvegicus	NEWGENE_1308612	ENSRNOG00000059891	Others	311713
Rattus_norvegicus	Jak2	ENSRNOG00000059968	Others	24514
Rattus_norvegicus	Brip1	ENSRNOG00000059997	Others	360588
Rattus_norvegicus	Ss18l1	ENSRNOG00000060010	SS18	192352
Rattus_norvegicus	Strn3	ENSRNOG00000060335	Others	114520
Rattus_norvegicus	Hist1h1b	ENSRNOG00000060355	Histone cluster 1 H1	680522
Rattus_norvegicus	Kdm5d	ENSRNOG00000060496	Lysine demethylase	100312983
Rattus_norvegicus	Kdm5b	ENSRNOG00000060544	Lysine demethylase	304809
Rattus_norvegicus	LOC100911672	ENSRNOG00000060594	Others	29515
Rattus_norvegicus	Rai1	ENSRNOG00000060615	Others	303188
Rattus_norvegicus	Nlrp12	ENSRNOG00000060745	Others	292541
Rattus_norvegicus	Rnf111	ENSRNOG00000060750	Ring finger protein	300813
Rattus_norvegicus	Ikbkg	ENSRNOG00000060936	Others	309295
Rattus_norvegicus	LOC100910506	ENSRNOG00000060946	CAMK	29647
Rattus_norvegicus	Kat5	ENSRNOG00000061012	Lysine acetyltransferase	192218
Rattus_norvegicus	Ripply1	ENSRNOG00000061101	Others	-
Rattus_norvegicus	Taf1a	ENSRNOG00000061139	TATA-box	360893
Rattus_norvegicus	Crym	ENSRNOG00000061215	Others	117024
Rattus_norvegicus	Phf10	ENSRNOG00000061312	PHF	292404
Rattus_norvegicus	Loxl3	ENSRNOG00000061373	Others	312478
Rattus_norvegicus	Taf1b	ENSRNOG00000061415	TATA-box	690450
Rattus_norvegicus	Ctdp1	ENSRNOG00000061474	Others	291414
Rattus_norvegicus	Smarcd1	ENSRNOG00000061572	SWI/SNF	363002
Rattus_norvegicus	Asxl1	ENSRNOG00000061603	Others	-
Rattus_norvegicus	LOC103694876	ENSRNOG00000061740	SWI/SNF	103694876
Rattus_norvegicus	Tspyl2	ENSRNOG00000061782	Others	302612
